alias,productName,productNameAmh,instituteName,minimumBalance,repaymentOptions,collateralRequirements,financialGoals,loanCalculatorEnabled,term,isFeatured,digital,loanPurpose,processingFees,showonHomepage,interestPaymentPeriod,description,prepaymentPenalties,membershipRequired,openingBalance,category,interestMin,creditScoreRequirement,mandatorySaving,loanAmount,genderBased,instituteId,currency,interestMax,repaymentFrequency,subCategory,productType,disbursementTime,eligibilityCriteria,interestFree,insuranceRequirements,latePaymentPenalties
Agricultural-Input-Loan(AIL),Agricultural Input Loan,,Oromia Bank,0,,,,,0,,FALSE,"An agricultural loan is a term loan granted to alleviate the financial constraints of the agricultural sector to finance agricultural inputs (fertilizers, agro-chemicals, and improved seeds), the purchase of agricultural machinery, working capital finance, and investment finance for large and modern commercial farms.",0,,Monthly,"An agricultural loan is a term loan granted to alleviate the financial constraints of the agricultural sector to finance agricultural inputs (fertilizers, agro-chemicals, and improved seeds), the purchase of agricultural machinery, working capital finance, and investment finance for large and modern commercial farms.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,y,,0,,,Credit,,"•	Smallholding agricultural loan applicants must organize themselves into an association and acquire legal personality from the concerned government and shall also: •	Establish accounting and farm- record system. •	Present minutes of a resolution passed by at least three- fourths of the members of the General Assembly of their cooperative/association",FALSE,,0
Customs-Bond-Guarantee-(CBG),Customs Bond Guarantee (CBG),,Wegagen Bank,0,,,,,0,,FALSE,This is a guarantee issued by the Bank in favor of the Customs Authority (the beneficiary) to meet the requests of the beneficiary in respect of customs duties,0,,Monthly,"•	Offers flexibility in circumstances where the goods imported without payment of customs duties are not re-exported and the respective customs duties have not been paid",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who have fulfils General and specific eligibility Criteria of the Bank,FALSE,,0
Oro-Savings-Plus(OSP),Oro Savings Plus,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,"The Oro Savings Plus account is designed for individuals, particularly employees. This account enables individuals to save a predetermined amount of money to qualify for loans for the purchase of vehicles and/or houses.",,FALSE,0,targeted,0,,,,FALSE,y,,0,,,Saving,,Regular,FALSE,,
Business-Loan(BL),Business Loan,,Oromia Bank,0,,,,,0,,FALSE,"Business loan is provided to both working capital requirements and project financing needs. Additionally, an Overdraft Credit (OD) Facility is available, offering a fluctuating, short-term credit facility exclusively for working capital purposes",0,,Monthly,"Business loan is provided to both working capital requirements and project financing needs. Additionally, an Overdraft Credit (OD) Facility is available, offering a fluctuating, short-term credit facility exclusively for working capital purposes",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,y,,0,,,Credit,,,FALSE,,0
Diaspora-Direct-Investments-Manufacturing(DDIM),Diaspora Direct Investments Manufacturing,,Hibret Bank,0,,,,,0,,FALSE,DDI Manufacturing loan is meant for manufacturing establishments by the Diaspora with equity contribution made in FCY. The financing will be extended for working capital or project accomplishments,0,,Monthly,DDI Manufacturing loan is meant for manufacturing establishments by the Diaspora with equity contribution made in FCY. The financing will be extended for working capital or project accomplishments,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,E,,0,,,Credit,,,FALSE,,0
Biruh-Youth-Saving-Account(BYSA),Biruh Youth Saving Account,,Wegagen Bank,0,,,,,,,TRUE,,,,Yearly,It is a saving account which encourages the saving habit of the youth,,FALSE,0,Standard,0,,,,FALSE,h,,0,,,Saving,,youth,FALSE,,
Champions’-Savings-Product(CSA),Champions’ Savings Product,,Tsehay Bank,100,,,,,,,FALSE,,,,Monthly,"Tsehay Bank believed that it is necessary to have a saving product that benefits Ethiopian Football clubs, their players, staff and fans. Accordingly, the Bank has launched Champion savings product for the purpose.",,FALSE,0,targeted,8,,,,FALSE,KFjxByv9,,8,,,Saving,,Supporters who support the Club they adore.  It can be an individual or joint account.,FALSE,,
Consumer-Loans(CL),Consumer Loans,,Wegagen Bank,0,,,,,0,,FALSE,It is a personal loan offered to employees only for the purchase of different household items,0,,Monthly,It is a personal loan offered to employees only for the purchase of different household items,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who have fulfils General and specific eligibility Criteria of the Bank,FALSE,,0
Transport-vehicle-Loan(TVL),Transport vehicle Loan,,Wegagen Bank,0,,,,,0,,FALSE,This is a term loan for financing of motor vehicles,0,,Monthly,"•	Provides credit facility for borrowers engaged in the transport sector and/or other business sectors.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who fulfil General and specific eligibility Criteria of the Bank,FALSE,,0
PFSA,Provident Fund Solution Account,,Awash International Bank,0,,,,,,,FALSE,,,,Yearly,for private organisations and their employees,,FALSE,0,Standard,0,,,,FALSE,,,0,,,Saving,,,FALSE,,
Small-sized-Equb-(SSE),Small-sized Equb ,መሠረት,Tsehay Bank,0,,,,,,,FALSE,,,,Monthly,"Small-sized Equb at Tsehay Bank, which can mobilize up to Birr 100,000.00, is intended to address retailors with lower income and lower-level salaried employees",,FALSE,500,targeted,0,,,,FALSE,KFjxByv9,,0,,,Saving,,The Equb leaders shall open the group`s Equb account individually or jointly; and a pool of money collected shall be maintained.  All Equb members shall open accounts with Tsehay Bank,FALSE,,
Retail-Loans(RL),Retail Loans,,Wegagen Bank,0,,,,,0,,FALSE,"Retail loan is a kind of short, medium or long term asset financing extended for purchase of household items, tuition fee, cover medical expenses residential house, and automobile to employees of companies that haves large and stable deposit in our Bank, utilizing a range of other banking services, generate foreign currency.",0,,Monthly,"Retail loan is a kind of short, medium or long term asset financing extended for purchase of household items, tuition fee, cover medical expenses residential house, and automobile to employees of companies that haves large and stable deposit in our Bank, utilizing a range of other banking services, generate foreign currency.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,employees of companies that haves large and stable deposit in our Bank,FALSE,,0
School-Fee-Collection-Deposit-Account(SFCDA),School Fee Collection Deposit Account,,Hibret Bank,0,,,,,,,FALSE,,,,Yearly,It helps to avoid a one-time large sum investment and helps to realize their aspiration in higher education,,FALSE,0,Standard,0,,,,FALSE,E,,0,,,Saving,,"•	The account can be opened by all natural persons above the age of 18",FALSE,,
Wisdom(Senior-Citizn/yebaleweletawoch)saving-account(WSCYSA)),Wisdom(Senior Citizn/yebaleweletawoch)saving account,የባለውለታዎች,Bank of Abyssinia,0,,,,,,,TRUE,,,,Yearly,". With lucrative interest rates and a variety of benefits, this account is specially designed for our elder citizens  It is an account that can be opened by individuals who attained the age of 50 years. Retired personnel of defense services or any other legal document of retirement would allow individuals to subscribe under the scheme irrespective of the age limits subject to the fulfillment of other specified conditions. For a joint account, the account holders should also be in the required age group and income category ",,FALSE,0,Standard,0,,,,FALSE,g,,0,,,Saving,,Elder Citizens,FALSE,,
"Retail-loans-for-employees-of-FCY-generating-companies-(NGO,-Exporters)-or-large-/stable-depositor-companies/sole-proprietors"," Retail loans for employees of FCY generating companies (NGO, Exporters) or large /stable depositor companies/sole proprietors",,Wegagen Bank,0,,,,,0,,FALSE,"•	The credit facility can be availed to purchase or construct residential/commercial buildings within the country, purchase automobile, and personal loan",0,,Monthly,"Retail loans offered for employees of international institutions, NGO, and prominent exporter or regular foreign currency generator, and for employees of the companies and sole proprietors with large and stable deposits",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Employer of the applicants should be generating FCY regularly or have large and stable deposit,FALSE,,0
Prestige-Saving-Deposit(PSD),Prestige Saving Deposit,,NIB INTERNATIONAL BANK,5000,,,,,,,FALSE,,,,Yearly,"This account shall be established for organizers of Equb, Idir, religious organization and others",,FALSE,5000,targeted,0,,,,FALSE,,,0,,,Saving,,"Administrators of various organizations such as; Equb, Idir, religious organization",FALSE,,
Women-Savings-Account(WSA),Women Savings Account,,Berhan Bank,0,,,,,,,FALSE,,,,Yearly,"This is a saving account for women, intended to inculcate a saving culture among women of all groups. The bank gives an attractive interest rate.",,FALSE,500,targeted,0,,,,TRUE,1kOT4VpC,,0,,,Saving,,women,FALSE,,
Retail-loan-for-construction-of-residential-building(RLCRB)),Retail loan for construction of residential building,,Wegagen Bank,0,,,,,0,,FALSE,This is a loan facility extended to permanent staff of entities who have MOU agreement with the Bank wherein the borrower is expected to finance certain portion on their own,0,,Monthly,This is a loan facility extended to permanent staff of entities who have MOU agreement with the Bank wherein the borrower is expected to finance certain portion on their own,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who fulfils General and specific eligibility Criteria of the Bank.,FALSE,,0
Fertilizer-Loan(FL),Fertilizer Loan,,Cooperative Bank Of Oromia,0,,,,,0,,FALSE,It is a short-term agricultural loan granted for the purchase of fertilizers. Applicants that are established as Cooperatives or Associations may be extended clean based fertilizer loans,0,,Monthly,It is a short-term agricultural loan granted for the purchase of fertilizers. Applicants that are established as Cooperatives or Associations may be extended clean based fertilizer loans,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,Farmer,FALSE,,0
Automobile-Loan(AL),Automobile Loan,,Tsehay Bank,0,,,,,0,,FALSE,"An affordable automobile is one of the jewels in the crown of our daily life. It is a necessity than a luxury. Accordingly, Tsehay Bank offers esteemed customers to benefit from its automobile loan service/product",0,,Monthly,"An affordable automobile is one of the jewels in the crown of our daily life. It is a necessity than a luxury. Accordingly, Tsehay Bank offers esteemed customers to benefit from its automobile loan service/product",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,KFjxByv9,,0,,,Credit,,"To be eligible for the loan, the account holder is expected to deposit at least for a year. However, if the customer is willing to deposit the required equity contribution in lump sum at the outset, the Bank may consider the financing request within a period shorter than one year; yet the customer is expected to deposit the fund at least for six months",FALSE,,0
Regular-Saving-Account(RSA),Regular Saving Account,,Cooperative Bank Of Oromia,25,,,,,,,FALSE,,,,Yearly,"It is an interest-bearing account generally opened with a minimum of Birr 50. However, it can also be opened with a zero balance with the intention to establish a relationship and introduce banking services to potential unbanked customers. The account holder should credit at least a minimum of Birr 25 to her/his account within a month.",,FALSE,50,Standard,0,,,,FALSE,a2yoGtTc,,0,,,Saving,,Regular,FALSE,,
Medium-Sized-Ekub-(MSE),Medium-Sized Ekub ,ምዕራፍ,Tsehay Bank,0,,,,,,,FALSE,,,,Monthly,"Medium-sized Ekub is an Ekub product in which an average one million birr is mobilized. Based on the capacities of its members, it can mobilize more than the mentioned amount",,FALSE,0,targeted,0,,,,FALSE,KFjxByv9,,0,,,Saving,,The minimum number of Ekub Members shall be five and they shall open accounts with Tsehay Bank,FALSE,,
Diaspora-Consumer-Loan(DCL),Diaspora Consumer Loan,,Wegagen Bank,0,,,,,0,,FALSE,"It is a credit facility offered to Ethiopians residing abroad and /or foreign nationals of Ethiopian origin for financing of personal use such as purchase of household items, education, medication, wedding, etc",0,,Monthly,"It is a credit facility offered to Ethiopians residing abroad and /or foreign nationals of Ethiopian origin for financing of personal use such as purchase of household items, education, medication, wedding, etc",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who have fulfils General and specific eligibility Criteria of the Bank,FALSE,,0
Loan-under-USAID/SIDA-Guarantee-scheme(LUUGS),Loan under USAID/SIDA Guarantee scheme,,Enat Bank,0,,,,,0,,FALSE,"Offered to qualifying borrowers in private enterprises registered in Ethiopia those are at least 51% owned by Women. The applicant should offer collateral equivalent to 50% of the loan requested (In the form of building, cash substitute, bank share and bonds) & Ethiopian citizen",0,,Monthly,"Offered to qualifying borrowers in private enterprises registered in Ethiopia those are at least 51% owned by Women. The applicant should offer collateral equivalent to 50% of the loan requested (In the form of building, cash substitute, bank share and bonds) & Ethiopian citizen",0,FALSE,0,Credit category1,0,0,FALSE,0,TRUE,O,,0,,,Credit,,private enterprises registered in Ethiopia those are at least 51% owned by Women.,FALSE,,0
I+B,Interest plus bonus account,,Dashen Bank,0,,,,,,,FALSE,,,,Yearly,It is a saving account which pays additional bonus on the annual interest earned on top of the regular interest,,FALSE,0,Standard,0,,,,FALSE,Q,,0,,,Saving,,regular,FALSE,,
Enat-Bilhat(EB),Enat Bilhat,እናት ብልሀት,Enat Bank,0,,,,,,,FALSE,,,,Yearly,It is special type of saving that offers relatively attractive deposit interest rate for depositors. This saving product requires depositing only some fixed amount of money for a fixed time and after the end of the period the deposit interest rate increases automatically.,,FALSE,0,Standard,0,,,,FALSE,O,,0,,,Saving,,Regular,FALSE,,
Import-Letter-of-Credit-Facility(ILCF),Import Letter of Credit Facility,,Wegagen Bank,0,,,,,0,,FALSE,"•	Avails credit facility for importers based on certain percentage of the value of the document while opening a Letter of Credit •	Depending on the financial strength of the customer, the letter of credit facility account performance and marketability of the import goods, the minimum margin to be paid on Import Letter of Credit facility shall be 30% of the document value.",0,,Monthly,"The import letter of credit facility is a credit product that the Bank extends to the applicants who are engaged in import business, or other applicants who import for various purposes",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who fulfils general and specific eligibility Criteria of the Bank,FALSE,,0
Diaspora-Mortgage-Loan(DML),Diaspora Mortgage Loan,,Wegagen Bank,0,,,,,0,,FALSE,It is a loan granted to the diaspora for the purpose of construction or purchase of residential houses in Ethiopia.,0,,Monthly,It is a loan granted to the diaspora for the purpose of construction or purchase of residential houses in Ethiopia.,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who have fulfils General and specific eligibility Criteria of the Bank,FALSE,,0
Qaroo-Loan(QL),Qaroo Loan,,Oromia Bank,0,,,,,0,,FALSE,"This product is designed for Doctors and lecturers who wants to realize their dream of owning a home and car (automobile), personal loan, house construction, and renewal of a house by getting a loan at affordable interest rate.",0,,Monthly,"This product is designed for Doctors and lecturers who wants to realize their dream of owning a home and car (automobile), personal loan, house construction, and renewal of a house by getting a loan at affordable interest rate.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,y,,0,,,Credit,,"•	Identification papers (TIN certificate, kebele ID or Company ID, two passport size photographs for account opening). •	Marriage or non-marriage certificate; •	The loan is for permanent employees who have completed their probationary period.",FALSE,,0
Agricultural-Machinery-Loan(AML),Agricultural Machinery Loan,,Cooperative Bank Of Oromia,0,,,,,0,,FALSE,"Agricultural Machinery Loan is a loan granted to those who are engaged in farming and agricultural related activities on a small/medium/commercial scale or to customers who are engaged in agricultural machinery rental businesses for the acquisition of agro-processing machineries and equipment (such as water pumps, generators, combine harvesters, tractors, coffee processing machines, etc.). This loan may also include the cost of spare parts.",0,,Monthly,"Agricultural Machinery Loan is a loan granted to those who are engaged in farming and agricultural related activities on a small/medium/commercial scale or to customers who are engaged in agricultural machinery rental businesses for the acquisition of agro-processing machineries and equipment (such as water pumps, generators, combine harvesters, tractors, coffee processing machines, etc.). This loan may also include the cost of spare parts.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,," those who are engaged in farming and agricultural related activities on a small/medium/commercial scale or to customers who are engaged in agricultural machinery rental businesses for the acquisition of agro-processing machineries and equipment (such as water pumps, generators, combine harvesters, tractors, coffee processing machines, etc.)",FALSE,,0
Asset-Financing-Loans-and-Advances(AFLA),Asset Financing Loans and Advances,,Wegagen Bank,0,,,,,0,,FALSE,"It is a loan financed for acquisition of fixed business asset (Building, Machinery, Equipment, Public Transport vehicle, Automobiles, Trucks and trailers, etc) whose business nature justifies or require such financing and periods of time for implementation and repayment of the loan",0,,Monthly,"It is a loan financed for acquisition of fixed business asset (Building, Machinery, Equipment, Public Transport vehicle, Automobiles, Trucks and trailers, etc) whose business nature justifies or require such financing and periods of time for implementation and repayment of the loan",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who fulfil general and specific eligibility Criteria of the Bank,FALSE,,0
Investment-/-Project-Loan(I/PL),Investment / Project Loan,,Dashen Bank,0,,,,,0,,FALSE,"Is a long term form of debt financing, which may be availed for real estate development and project finance.",0,,Yearly,"Is a long term form of debt financing, which may be availed for real estate development and project finance.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,Q,,0,monthly,,Credit,,Business,FALSE,,0
Retail-Loans(RL),Retail Loans,,Wegagen Bank,0,,,,,0,,FALSE,"Retail loan is a kind of short, medium or long term asset financing extended for purchase of household items, tuition fee, cover medical expenses residential house, and automobile to employees of companies that haves large and stable deposit in our Bank, utilizing a range of other banking services, generate foreign currency.",0,,Monthly,"Retail loan is a kind of short, medium or long term asset financing extended for purchase of household items, tuition fee, cover medical expenses residential house, and automobile to employees of companies that haves large and stable deposit in our Bank, utilizing a range of other banking services, generate foreign currency.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,employees of companies that haves large and stable deposit in our Bank,FALSE,,0
Bunna-ordinary-saving-account(BOSA)_,Bunna ordinary saving account,,Bunna Bank,0,,,,,,,TRUE,,,,Yearly,ordinary saving account,,FALSE,0,Standard,0,,,,FALSE,gm5q5dhy,,0,,,Saving,,Regular,FALSE,,
Pre-Shipment-Export-Loans(PSEL),Pre-Shipment Export Loans,,Tsehay Bank,0,,,,,0,,FALSE,"Pre-shipment export credit is granted to allow to procure, process, packaging and transporting the goods and pack them for export. The advance shall be liquidated when the relevant export proceeds are collected",0,,Monthly,"Pre-shipment export credit is granted to allow to procure, process, packaging and transporting the goods and pack them for export. The advance shall be liquidated when the relevant export proceeds are collected",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,KFjxByv9,,0,,,Credit,,highly reputed customers with strong financial position and sound export performance.,FALSE,,0
Overdraft-Facility(OF),Overdraft Facility,,Dashen Bank,0,,,,,0,,FALSE,A credit facility by which a customer may be allowed to withdraw beyond the available balance of its current account to a prescribed limit,0,,Monthly,A credit facility by which a customer may be allowed to withdraw beyond the available balance of its current account to a prescribed limit,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,Q,,0,,,Credit,,regular,FALSE,,0
Ethiopia-Commodity-Exchange-Settlement-Accounts,Ethiopia Commodity Exchange Settlement Accounts,,Wegagen Bank,0,,,,,,,FALSE,,,,Yearly,ECX members or clients for pay-in and pay-out in relation to Ethiopia Commodity Exchange transactions for payment settlement or collection purpose,,FALSE,0,targeted,0,,,,FALSE,h,,0,,,Saving,,ECX members or clients for pay-in and pay-out in relation to Ethiopia Commodity Exchange transactions for payment settlement or collection purpose,FALSE,,
Savings-accounts-for-Golden-Age(SAGA),Savings accounts for Golden Age,,Enat Bank,0,,,,,,,FALSE,,,,Yearly,"Golden Savings deposit accounts are longer-term commitment accounts, focused on saving towards a more distant event (such as retirement) as desired by the customer. Attached with the product is an attractive interest rate, and the account takes a unique form designed to the specific individual customer",,FALSE,0,Standard,0,,,,FALSE,O,,0,,,Saving,,Regular,FALSE,,
lddir-Account-IA,lddir Account ,,Bank of Abyssinia,0,,,,,,,FALSE,,,,Yearly,a savings account designed for a group of people with the common objective of mobilizing resources for the long term. It offers a relatively higher interest rate than the ordinary savings account,,FALSE,0,Standard,7.5,,,,FALSE,g,,0,,,Saving,,Regular,FALSE,,
Special-Demand-Deposit(SDD),Special Demand Deposit,,Wegagen Bank,1000000,,,,FALSE,,,TRUE,,,,Monthly,This account offers a checking account that bears interest for those customers who maintain a substantial amount of deposit,,FALSE,0,targeted,0,,,,FALSE,h,,0,,,Saving,,opened for corporate institutions / individuals by the approval of the Resource Mobilization and Branch Banking Directorate.,FALSE,,
Edir/Equb-Saving-Account(EESA),Edir/Equb Saving Account,,Wegagen Bank,0,,,,,,,FALSE,,,,Yearly,Saving account targeting Edir and Equib unions,,FALSE,0,Standard,7.5,,,,FALSE,h,,0,,,Saving,,"social function, Edir, Equib.....",FALSE,,
Premium-Saving(PS),Premium Saving,,Enat Bank,0,,,,,,,FALSE,,,,Yearly,"Premium: Premium Savings Account is a product that tracks the level of the deposit amount with progressive saving interest incentives for potential depositors. We offer three levels of premium accounts depending on a minimum deposit balance: Silver, Diamond, and Platinum. Premium accounts bear higher interest than regular savings accounts",,FALSE,0,Standard,0,,,,FALSE,O,,0,,,Saving,,Regular,FALSE,,
Saving-Account-for-Wedding(SAW),Saving Account for Wedding,,Tsehay Bank,0,,,,,,,FALSE,,,,Monthly,Tsehay Bank encourages customers to have a saving account for wedding as wedding is a special day in the lives of the spouses. Customers who open this saving account can save money before their marriage to cover wedding costs,,FALSE,0,targeted,0,,,,FALSE,KFjxByv9,,0,,,Saving,,Regular,FALSE,,
Import-Letter-of-Credit-Settlement-Loan(ILCSL),Import Letter of Credit Settlement Loan,,Tsehay Bank,0,,,,,0,,FALSE,Import Letter of Credit Settlement Loan is a form of loan extended to a borrower by converting the outstanding import letter of credit document’s value either to a merchandise loan facility or a term loan for a maximum period of one year when a customer is unable to clear the L/C document due to shortage of working capital.,0,,Monthly,Import Letter of Credit Settlement Loan is a form of loan extended to a borrower by converting the outstanding import letter of credit document’s value either to a merchandise loan facility or a term loan for a maximum period of one year when a customer is unable to clear the L/C document due to shortage of working capital.,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,KFjxByv9,,0,,,Credit,,It is granted to existing high value customers of the Bank having temporary cash flow problem to settle the net-margin-held on the import L/C document value.,FALSE,,0
Children’s-account-Saving(CSA),Children’s account Saving,,Enat Bank,0,,,,,,,FALSE,,,,Yearly,"Inculcating the culture of saving among the new generations! This savings product is uniquely dedicated to children below the age of 18. We offer better interest to encourage parents and guardians to save for their children’s future, and to inspire a savings culture among children",,FALSE,0,Standard,0,,,,FALSE,O,,0,,,Saving,,under the age of 18,FALSE,,
Advance-payment-guarantee(APG),Advance payment guarantee,,Wegagen Bank,0,,,,,0,,FALSE,This is a type of guarantee issued to employers or suppliers for a certain percentage of money being advanced out of the total value of contract entered,0,,Monthly,"•	This facility has an option to issue an advance payment guarantee in FCY provided that the applicant has obtained a foreign currency permit from the NBE",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,,FALSE,,0
Fixed-Time-Deposit-Account(FTDA),Fixed Time Deposit Account,,Hibret Bank,0,,,,,,,FALSE,,,,Yearly,Interest-earning deposit account that allows depositors to earn attractive and negotiated interest rate by agreeing to save for an agreed-upon period of time,,FALSE,0,targeted,0,,,,FALSE,E,,0,,,Saving,,"•	Natural Persons (Individual customers) or legal Persons",FALSE,,
